,cluster
CY250659,38
CY020565,37
CY261782,58
CY258628,58
CY258204,38
CY260457,38
CY260058,38
CY260066,38
CY260567,38
KT836144,38
KX414896,38
MT342600,38
MT306645,38
CY261858,58
CY260793,38
MG974885,38
MG831103,38
CY260785,38
CY261145,38
CY261137,38
CY264537,38
MH127205,38
CY264529,38
KT836317,38
CY220855,58
CY221542,58
MT331402,58
CY263406,58
MH084104,58
CY263398,58
MH084112,58
CY264830,38
MH082937,38
CY264838,38
MH084120,58
CY265323,58
CY265331,58
MH084128,58
MG978904,58
MH080200,38
MG974890,38
KT836179,38
KX407131,58
CY220135,38
MT342609,38
MT342613,38
MG978912,58
MG974898,38
MG978921,58
MG978928,58
MG974906,38
MG974914,38
MH082948,38
MH246818,38
MH082954,38
KT836308,38
KX414992,38
KX414984,38
CY220143,38
MT331408,58
KR057531,38
KT836218,38
KX415000,38
CY220783,58
MT331416,58
MN230071,58
MN424366,38
MN373143,38
MN319382,38
MN424374,38
MT331424,58
MN638678,38
MN507371,38
MN507380,38
MN689926,38
MN552979,58
CY147382,37
CY033655,37
DQ508889,37
KT843209,38
CY220311,38
MT331432,58
AY289927,37
CY009316,37
MN552987,58
MN755099,38
MN552660,38
KT837392,38
KT837526,38
KT837746,38
KT843340,38
KX409387,58
CY220967,58
MK773381,58
MT342634,38
MT342626,38
KT837715,38
KT842064,38
KX409419,58
CY220735,38
MK773389,58
MT331442,58
MN947953,58
MN638302,58
MN638310,58
MN947961,58
KR057651,38
KT842582,38
KX407579,58
CY220959,58
MN002560,38
MK772679,38
MT375778,58
MN948326,58
MN819767,58
MN948331,58
MN948339,58
MN948347,58
MN976010,38
MN976018,38
MN976952,58
KX407587,58
CY220727,38
CY222813,38
MK772687,38
MN002568,38
MT375786,58
MH602073,58
MN976968,58
MN976960,58
MH602082,58
MN976979,58
MH602090,58
MN976984,58
MT035575,58
MH602098,58
MT035583,58
MT035595,58
MT035599,58
MT035607,58
MT035623,58
MT035612,58
MT031646,38
MT031642,38
MT058687,58
MT058695,58
KT838269,38
CY238198,58
CY222069,58
MN002576,38
MK772695,38
MT419665,58
MT058703,58
MT056562,38
MT169292,38
MT168440,58
MT058716,58
MT168448,58
MT058727,58
MT168456,58
MT058735,58
KT838085,38
KT837474,38
CY222077,58
MK773397,58
MT422945,38
CY052290,58
CY052266,58
CY052298,58
CY051879,58
CY051887,58
CY052194,58
CY051855,58
CY051839,58
CY052314,58
CY052391,58
CY052274,58
CY051815,58
CY052383,58
CY052234,58
CY051847,58
CY052415,58
CY052242,58
CY051863,58
CY052322,58
CY052330,58
CY052258,58
CY052306,58
CY052186,58
CY052202,58
KT837461,38
KT842876,38
CY221574,58
MK772703,38
MN002584,38
MT466392,58
CY051831,58
CY052423,58
CY052407,58
CY052250,58
CY052375,58
CY051823,58
CY052367,58
CY052282,58
MT246107,38
MT169300,38
MT168467,58
CY223405,58
MT466400,58
CY052871,58
CY052847,58
CY052767,58
CY052218,58
CY052623,58
CY052615,58
CY052226,58
CY052338,58
CY052671,58
CY221846,38
MN002592,38
MK772711,38
CY052679,58
CY052775,58
CY052855,58
CY052879,58
CY052903,58
CY052935,58
CY052599,58
CY052591,58
CY052607,58
CY052863,58
CY052783,58
CY052919,58
CY052631,58
CY052951,58
CY052887,58
CY052639,58
CY051895,58
CY052807,58
CY052687,58
CY052823,58
CY052791,58
CY052815,58
CY052695,58
CY052719,58
CY052735,58
CY052703,58
CY052663,58
CY052655,58
CY052759,58
CY052743,58
CY052895,58
CY052647,58
CY052511,58
CY052751,58
CY052527,58
CY052503,58
CY052519,58
CY052495,58
CY052535,58
CY052911,58
CY052431,58
CY052927,58
CY052463,58
CY052471,58
CY052487,58
CY052479,58
CY052455,58
CY052439,58
CY052551,58
CY052943,58
CY052447,58
CY052831,58
CY052799,58
CY052575,58
CY052839,58
CY052543,58
CY052583,58
CY052567,58
CY052711,58
KT837669,38
KX407851,58
CY228237,38
CY221854,38
MK773417,58
CY058038,58
CY058046,58
CY058054,58
CY058062,58
CY058684,58
CY058692,58
CY058700,58
CY058708,58
CY060755,58
CY060763,58
CY060771,58
CY060779,58
CY060787,58
CY060795,58
CY060803,58
CY060811,58
CY060819,58
CY060827,58
CY060835,58
CY221926,38
MK773421,58
KC782290,58
KT837612,38
KX415520,38
KY044403,38
CY221934,38
CY225158,38
MN248083,38
MK772719,38
KX415528,38
CY221614,58
KC892248,38
KC892952,38
KX409723,58
CY221910,38
KX409731,58
KX409739,58
CY221622,58
MN248091,38
MK857536,38
KT839204,38
KX415720,38
CY221918,38
MK856217,58
KX409747,58
CY222541,38
CY227862,38
MK856221,58
KX415737,38
KX415728,38
CY227142,38
CY222877,38
MK856229,58
KT838381,38
KX409763,58
KX409755,58
CY222885,38
MK857545,38
MN248099,38
KT889158,38
KT839370,38
KT836059,38
KX415816,38
CY223413,58
MK856237,58
KT838921,38
KX415824,38
CY223421,58
MN002600,38
MK857554,38
KX415832,38
CY223517,58
MN223109,38
MK857565,38
KX917148,38
KX415840,38
KX415848,38
CY223077,38
CY227334,38
KT843184,38
KX409883,58
CY223085,38
MH080211,38
KX415856,38
CY223293,38
MH080219,38
CY225622,58
CY236090,58
MH080227,38
KX003350,38
KT844085,38
KX413134,38
CY225262,38
KC780998,58
KC780993,58
KT837411,38
KX413142,38
MH127217,38
KX413150,38
CY227494,38
KT839331,38
KX409339,58
CY238739,38
CY227502,38
MH307258,38
MH127233,38
KT838367,38
KU590924,38
KX409347,58
CY225686,58
MK381504,38
MK381505,38
MK381506,58
MK381507,38
MK381508,38
MK381509,38
MK381510,38
MK381511,58
MK381512,58
MK381513,38
MK381514,38
MK381515,38
MK381516,58
MK381517,38
MK381518,38
MK381519,38
MK381520,58
MK381521,38
MK381522,38
MK381523,38
MK381525,38
MK381526,38
MK381527,38
MK381528,38
MK381529,38
MK381530,38
MK381531,38
KT838399,38
KU590931,38
KX409355,58
CY227758,38
CY234264,38
MH126202,58
MK381533,38
MK381534,38
MK381536,38
MK382033,58
MK382034,38
MK382035,38
MK382036,38
MK382037,38
MK382038,58
MK382039,38
KC780436,58
KT839955,38
KU591342,38
KX413158,38
CY244886,38
CY227750,38
CY242134,38
MK462189,38
MH307266,38
MK400788,58
KT839946,38
KX412494,38
KX412486,38
CY232280,38
CY227830,38
MH126207,58
KT839972,38
KX003463,38
KX409371,58
CY230578,38
CY227782,38
MH127249,38
MK502928,38
MK502936,58
KT840140,38
KX412518,38
KX412526,38
KX413166,38
CY227790,38
MH126218,58
MK502944,58
MK502952,58
MK502960,38
MK502968,38
MK502976,38
MK502984,38
MK502992,38
MK503000,38
MK503008,38
MK503016,38
MK503024,38
KC780592,58
KU590855,38
KX409379,58
CY227838,38
CY232288,38
MH126223,58
MK271174,58
MK380039,38
MK380040,38
MK380041,38
MK380042,38
MK380043,38
KX413174,38
CY238386,38
MH127257,38
KX413182,38
CY238394,38
MH127265,38
MH307273,38
MK636347,58
MK636363,58
MK636371,58
MK636379,58
MK636419,58
MK636427,58
MK636435,58
MK636443,58
KX006277,58
KX413190,38
MH127273,38
MH307282,38
MK577026,58
MK577034,58
KT840844,38
KX918924,58
CY238306,58
MH127281,38
MK577042,58
MK577050,58
MK577058,58
MK577066,58
MK577074,58
MK577082,38
MK577090,58
MK577098,58
MK577106,58
MK577114,58
MK577122,38
MK577130,58
MK577138,58
MK577146,58
MK577154,38
MK577162,58
MK577170,58
MK577178,58
MK577186,38
MK577194,38
MK577202,38
MK577210,38
MK577218,58
MK577226,38
MK577234,38
MK577242,38
MK577250,38
MK577258,38
MK577266,38
KT840120,38
KX413206,38
CY238410,38
MH127289,38
MK743810,58
MK743818,58
MK743826,58
MK743834,38
MK743842,38
MK743850,38
MK743858,38
MK743866,38
KT840133,38
CY238314,58
KT840816,38
KX413214,38
CY238250,38
MH586436,38
MK763888,38
MK763896,38
MK763904,38
MK763912,58
MK763920,38
MK763928,38
KX413222,38
KX413230,38
CY238417,58
MH586444,38
MK786399,38
MK786407,38
MK786415,38
MK786423,38
MK786431,38
MK786439,38
MK786447,58
MK786455,38
MK786463,58
MK786471,58
MK786479,38
MK786487,38
MK786495,38
MK786503,58
MK786511,38
MK786519,38
MK786527,38
MK786535,38
MK786543,38
MK786551,38
MK786559,38
MK786567,38
MK786575,58
KT841064,38
KX409403,58
CY238266,38
CY238258,38
MH183949,58
KX413238,38
CY238425,38
MH246125,58
MK840235,38
MK840243,38
MK840251,38
MK840259,58
MK840267,38
MK840275,38
MK840283,58
MK840291,58
MK840299,38
MK840307,38
MK840315,38
KX413246,38
CY238322,58
MH246823,38
MK241072,38
MK869571,38
MK869579,38
MK869587,38
MK869595,38
MK869603,38
MK869611,38
MK869619,38
MK869627,38
MK869635,38
MK869643,38
MK869651,38
MK869659,38
MK869667,38
KX409411,58
CY238274,38
KT840253,38
KX413254,38
KX413262,38
KX885891,38
CY238433,38
MH246133,58
MK913206,38
MK913214,38
MK913222,38
MK913230,58
MK913238,38
KT840130,38
CY239489,58
MH246831,38
MH898392,38
CY238449,38
CY238441,38
MK928082,38
MK928090,38
MK928098,38
CY238282,38
MK241260,38
MN169976,38
MN169984,38
MN169992,38
MN170000,38
MN170008,38
MN170016,38
MN170024,38
MN170032,38
MN170040,38
MN170048,38
MN170056,38
MN170064,38
CY238290,38
MK241380,38
KT841087,38
KX918932,58
CY238465,38
MH600423,58
KT840968,38
KX918940,58
CY238473,38
MH601001,38
MH729552,38
MK960948,38
MK960956,38
MK960964,38
MK960972,38
MK960980,38
MK960988,38
MK960996,38
MK961004,38
MK961012,38
MK961020,38
MK961028,58
KT840415,38
MN074946,38
KT840328,38
CY238497,38
MN078699,38
MN078707,38
MN078715,58
CY238354,38
MN081434,38
MN081442,38
MN081450,38
MN081458,38
MN081466,38
MN081474,38
MN081482,38
MN081490,38
MN081498,38
MN081506,38
MN081514,38
MN081522,38
MN081530,38
KX918948,58
CY238513,38
CY238505,38
MN519370,38
MN519378,58
KX918956,58
CY238362,38
CY044333,38
CY134732,38
CY134788,38
CY134796,38
CY134804,38
CY134812,38
CY134820,38
CY134828,38
CY134836,38
CY134844,38
CY134852,38
CY134860,38
CY134740,38
CY134868,38
CY134876,38
CY134884,38
CY134892,38
CY134900,38
CY134908,38
CY134916,38
CY134924,38
CY134932,38
CY134748,38
CY134940,38
CY134948,38
CY134956,38
CY134964,38
CY134972,38
CY134980,38
CY134988,38
CY134996,38
CY135004,38
CY135012,38
CY134756,38
CY135020,38
CY135028,38
CY135036,38
CY135044,38
CY135052,38
CY135060,38
CY135068,38
CY135076,38
CY135084,38
CY134764,38
CY135092,38
CY135100,38
CY135108,58
CY135116,58
CY135124,38
CY135132,38
CY135140,38
CY135148,38
CY135156,38
CY135164,38
CY134772,38
CY134780,38
CY060843,58
CY060851,58
CY060859,58
CY060867,58
CY060875,58
CY060883,58
CY060891,58
CY060899,58
CY061554,58
CY061562,58
CY087208,58
CY060907,58
CY060915,58
CY060923,58
CY060931,58
CY060939,58
CY058716,58
CY058724,58
CY058732,58
CY058740,58
CY060947,58
CY060955,58
CY060963,58
CY060971,58
CY060979,58
CY060987,58
CY060995,58
CY061003,58
CY061011,58
CY061019,58
CY061027,58
CY061035,58
CY061043,58
CY061051,58
CY061059,58
CY061067,58
CY061075,58
CY061083,58
CY061091,58
CY061099,58
CY061570,58
CY061578,58
CY061107,58
CY061586,58
CY061115,58
CY061123,58
CY061131,58
CY061139,58
CY061147,58
CY061155,58
CY061163,58
CY061171,58
CY061179,58
CY061187,58
CY061195,58
CY061203,58
CY146801,38
CY091101,38
CY090957,38
CY091133,38
CY091037,38
CY091557,38
CY091021,38
CY091069,38
CY025213,37
CY025365,37
CY028323,37
CY028291,37
CY027811,37
CY027659,37
CY036855,37
CY026963,37
CY025955,37
CY027179,37
CY025683,37
CY025525,37
CY025397,37
CY027555,37
CY027619,37
CY028315,37
CY028331,37
CY026403,37
CY026347,37
CY026187,37
CY027163,37
CY026267,37
CY026635,37
CY026595,37
CY041442,37
CY027323,37
CY026555,38
CY027339,37
CY027563,38
CY025691,37
CY025293,37
CY026563,37
CY025389,37
CY025851,38
CY028219,37
CY027595,37
CY025563,37
CY025445,37
CY026499,37
CY025747,38
CY025269,37
CY027883,37
CY025587,37
CY026331,37
CY026339,37
CY025547,37
CY026275,38
CY026715,37
CY028475,38
CY069549,37
CY093343,38
CY105126,37
CY111598,13
KT889260,38
EU268219,13
EF541408,13
AY627885,13
DQ360835,13
EU625364,38
EU625365,38
KP335918,38
KP335920,38
KP335922,38
KP335925,38
KP335928,38
KP335939,38
KP335959,38
KP335961,38
KP335964,38
KP335965,38
KP335971,38
KP335973,38
GQ902809,38
KP335975,38
KP335977,38
GU271974,38
CY080299,58
GQ902793,38
KP335870,38
KP335872,38
KP335877,38
KP335879,38
KP335882,38
KP335883,38
GQ902817,38
KP335886,38
KP335887,38
KP335890,38
KP335891,38
KP335892,38
KP335893,38
GQ902825,38
KP335896,38
KP335902,38
KP335904,38
KP335907,38
KP335908,38
KP335912,38
KP335914,38
KP335926,38
KP335927,38
KP335933,38
KP335934,38
KP335940,38
KP335943,38
KP335947,38
KP335888,38
KP335930,38
KP335945,38
KP335948,38
KP335952,38
KP335956,38
CY074942,38
CY074950,38
CY074958,38
CY080323,58
CY080339,58
CY088801,58
CY088809,58
CY088816,58
CY088823,58
CY088830,58
CY088838,58
KP335873,38
KP335889,38
KP335895,38
KP335899,38
KP335936,38
KP335950,38
KP335955,38
KP335960,38
KP335978,38
GU271966,37
GQ866959,58
EU021274,38
EU021282,38
EU021272,38
EU021276,38
EU021264,37
FJ912976,38
FJ912984,38
FJ912992,38
EU021258,37
EU021268,38
EU021254,37
EU021260,37
EU021252,37
KU051431,58
KU051439,58
KT888625,38
KT888628,38
KT888631,38
CY080315,58
CY080331,58
KP637918,38
KP637926,38
KP637830,58
KP637846,58
KP637278,58
KP637286,58
KP637838,58
KP637294,58
KP637934,38
KP637302,37
KP637942,38
KP637894,37
KP637310,37
KP637950,38
KP637958,38
KP637854,37
KP637318,37
KP637966,38
KP637326,58
KP637974,38
KP637334,58
KP637982,38
KP637342,58
KP637990,38
KP637350,58
KP637998,38
KP638006,38
KP637358,58
KP637366,58
KP637374,58
KP638014,38
KP638022,38
KP638030,38
KP638038,38
KP638046,38
KP637382,37
KP637390,37
KP638054,38
KP638158,38
KP638166,38
KP637398,58
KP637406,58
KP638174,38
KP637414,58
KP637422,58
KP638182,38
KP637430,58
KP638190,38
KP637438,58
KP638198,38
KP637446,58
KJ907478,13
KJ907470,13
MG668915,13
MG668923,13
MG668931,13
MG668907,13
KP637454,58
KP637462,58
KP638062,38
KP637470,58
KP638070,38
KP637478,58
KP637486,58
KP638078,38
KP637494,58
KP638086,38
KP637870,37
KP637502,37
KP638094,38
KP637510,37
KP638102,38
KP637518,37
KP637526,58
KP637534,37
KP637542,58
KP637550,58
KP637878,58
KP637558,58
KP638110,38
KP637566,58
KP637574,58
KP637582,58
KP638118,38
KP637590,58
KP637598,58
KP637910,58
KP638126,38
KP637606,58
KP638134,38
KP638142,38
KP637614,37
KP638150,38
KP637622,37
KP637630,37
KP637638,37
KP637646,37
KP637654,58
KP637662,58
KP637670,58
KP637678,58
KP637686,58
KP637694,58
KP638206,38
KP637702,58
KP637902,58
KP637710,58
KP637718,58
KP637726,58
KP637886,58
KP637734,58
KP638214,38
KP637742,58
KP637750,58
KP638222,38
KP637758,37
KP637766,37
KP638230,38
KP637774,37
KP637782,37
KP637790,37
KP637798,58
KP637806,58
KP637862,58
KP637814,58
KP637822,58
KT888643,38
KJ577149,38
KJ848674,38
KJ577157,38
KJ577189,38
CY177638,29
CY178903,29
CY177646,29
CY179027,29
CY179051,29
CY179083,29
CY179091,29
CY179099,29
CY177662,29
CY179107,29
CY179115,29
CY179563,29
CY179571,29
CY179579,29
CY179587,29
CY179595,29
CY179611,29
CY179619,29
CY179627,29
CY178919,29
CY179635,29
CY179643,29
CY179659,29
CY179675,29
CY180067,29
CY179907,29
CY179139,29
CY179147,29
CY179155,29
CY179171,29
CY179179,29
CY179187,29
CY179195,29
CY149620,43
CY149628,29
KT327403,13
HQ533865,37
KX130804,9
KF813113,13
EU532423,13
KU057272,13
KU057280,13
CY113925,38
AB704486,58
AB704478,58
AB704462,58
AB704470,58
GQ287625,58
GU014806,58
CY049748,38
GQ426218,58
GU211243,58
GU433025,58
GU560008,58
GU560016,58
MK495333,38
MK495341,38
MK495349,38
KM277596,58
KP307950,58
MN061187,58
JQ768353,58
GQ385300,58
FJ974026,58
CY045938,58
CY045946,58
CY045954,58
CY045962,58
CY045970,58
CY045978,58
KY926257,58
CY252463,38
MN572871,38
CY252399,38
CY252431,38
MN572879,38
CY255305,38
CY251383,38
CY252495,38
CY252527,38
MN572887,38
CY253106,38
MN572895,38
MN572903,38
MN572911,38
MN572919,38
MN572927,38
CY253866,38
MN572935,38
MN572943,38
CY254050,38
MN572951,38
MN572959,38
CY254194,38
MN572967,38
MN572975,38
MN572983,38
CY255545,38
CY252447,38
KY925845,37
KX130808,9
KX130803,9
KX130805,9
KX130806,9
AB450578,13
KJ508890,9
KF609527,9
AB450576,13
KY925274,58
KY925812,58
KY925687,58
CY083623,58
MN708201,13
MN025431,13
AB615237,13
MF146097,20
LC274989,13
HM849003,9
LC369573,13
JN185093,58
GQ923413,45
GQ923461,45
GQ923165,45
LC318832,13
KJ509148,13
LC318896,13
LC316683,13
LC318904,13
LC316691,13
LC316707,13
LC318912,13
LC274918,13
LC274926,13
LC026477,13
MK840323,38
MN170072,58
KR234022,13
KP307957,13
EU880820,34
KR150893,0
MK038757,0
MN179359,0
MN179367,0
MN179375,0
KR150901,13
GU186482,45
KY272974,27
CY020653,13
KF258178,13
CY130150,9
CY015065,9
GU052510,13
EU636692,13
U20462,9
AF202247,9
JN860180,19
JN860188,19
JQ990779,19
EU743159,47
MN037423,0
KU558906,0
KY684295,0
KY684303,0
KY684311,0
KY684319,0
KU585908,0
KY684327,0
KY684335,0
KU585916,0
KY684343,0
KY684351,0
KT002473,13
KT002481,13
KT002497,13
KT002505,13
MG964832,13
MG964840,13
MG964848,13
MG964856,13
MG964864,13
MG964872,13
MG964880,13
MG964888,13
MG964896,13
MG964904,13
MG964912,13
MG964920,13
MG964928,13
MG964936,13
MG964944,13
MG964952,13
MG964960,13
MG964968,13
MG964976,13
MG964984,13
MG964992,13
MG965000,13
MG965008,13
MG965016,13
MG965024,13
MG965032,13
MG965040,13
M18451,13
CY015089,13
EF492237,41
EF532623,13
EF492226,41
EF532627,13
EF492229,41
EF492230,41
EF492233,41
EF492235,41
EF492223,41
CY021365,9
CY024770,9
CY025189,9
CY021421,9
CY021381,13
CY022613,9
CY020589,9
CY028668,9
CY025173,9
GU052969,9
CY025181,9
CY021493,9
CY024882,9
CY021501,9
CY099605,9
CY028684,9
CY024890,9
CY025157,9
CY025165,9
GU053015,9
CY021413,9
CY020597,9
CY028676,9
CY099613,9
CY029913,9
CY006037,9
AJ493468,9
CY025133,9
CY024874,9
CY025149,9
CY021541,9
CY020581,9
GU052984,9
CY024866,9
CY021405,9
CY021485,9
CY025141,9
CY025109,9
CY024858,9
KF493067,9
CY024738,9
CY029905,9
CY020605,9
CY028660,9
CY024754,9
GU052999,9
CY020693,13
CY020701,13
CY020709,13
EU742636,47
KX232501,58
KX232509,58
CY087752,26
AB296072,26
CY130030,26
JX570811,45
CY014786,0
CY014778,0
MG965048,13
MG965056,13
MG965064,13
MG965072,13
MG965080,13
MG965088,13
MG965096,13
MG965104,13
MG965112,13
MG965120,13
MG965128,13
MG965136,13
MG965144,13
MG965152,13
MG965160,13
MG965168,13
MG965176,13
MG965184,13
MG965192,13
MG965200,13
MG965208,13
MG965216,13
MG965224,13
MG965232,13
MG965240,13
MG965248,13
MG965256,13
MG965264,13
MG965272,13
MG965280,13
MG965288,13
MG965296,13
KX351779,13
MG965304,13
MG965312,13
MG965320,13
MG965328,13
MG965336,13
MG965344,13
MG965352,13
MG965360,13
MG965368,13
MG965376,13
MG965384,13
MG965392,13
MG965400,13
MG965408,13
MG965416,13
MG965424,13
MG965432,13
MG965440,13
MG965448,13
MG965456,13
MG965464,13
MG965472,13
MG965480,13
MG965488,13
MG965496,13
MG965504,13
MG965512,13
MG965520,13
MG965528,13
MG965536,13
MG965544,13
MG965552,13
MG965560,13
MG965568,13
MG965576,13
MG965584,13
MG965592,13
MG965600,13
MG965608,13
MG965616,13
MG965624,13
MG965632,13
MG965640,13
MG965648,13
MG965656,13
MG965664,13
MG965672,13
MG965680,13
MG965688,13
MG965696,13
MG965704,13
MG965712,13
MG965720,13
MG965728,13
MG965736,13
MG965744,13
MG965752,13
MG965760,13
MH546987,58
KM244068,19
KR234006,13
M25290,34
CY014751,34
CY014764,26
KR234038,13
KR233982,13
KY342010,13
KY342018,13
KY342026,13
KY342034,13
KY342058,13
KY342066,13
KY341946,13
KY341954,13
KY341970,13
KY342178,13
KY342186,13
KY342194,13
KY342202,13
MG965768,13
MH546995,58
KR234014,13
GU186610,0
GU186624,39
EU743071,45
EU743143,29
FJ357104,47
EU735786,47
EU735826,38
CY034894,0
CY031124,0
GQ117161,45
MF112620,13
EU697209,38
KT762892,13
KT762916,13
DQ335771,38
EU735818,38
DQ470002,38
CY087776,40
CY014659,40
CY130046,40
AB289343,40
CY087808,45
EU871820,45
KX232477,58
KX232493,58
KX232485,58
JN683629,38
HM370960,58
HM370975,58
KX470434,41
FM163448,13
EU743167,29
KT762932,13
MG965776,13
MG965784,13
MG965792,13
MG965800,13
KX351771,13
MG965808,13
MG965816,13
MG965824,13
EF205158,13
EU743600,45
EU982308,41
EU982316,41
EU743261,0
GU186501,39
GU186509,45
AY240912,0
KM244076,58
KP739397,13
CY130054,41
CY014663,41
CY087824,41
AB295601,41
DQ067444,41
D90305,41
CY080507,45
KT762908,13
MG965832,13
MG965840,13
MG965848,13
MG965856,13
MG965864,13
MH547003,45
MH547011,45
MH547019,45
MH547027,45
MK192340,36
CY041346,36
KX979124,36
KX979144,36
KX978665,36
KX978661,36
KJ725012,41
KU971585,13
KU143273,13
KU143263,13
KU143274,11
KU143261,13
KU143272,13
HM101145,58
GU451254,58
DQ415316,37
DQ415325,38
DQ415322,38
DQ415323,38
DQ415317,37
DQ415320,38
DQ415321,38
DQ415324,38
DQ415319,38
DQ415326,38
KX130801,9
KX130802,9
CY009636,38
AX350190,38
DQ508929,38
KJ690424,58
KJ690408,58
KJ690503,58
KJ690400,58
KJ690471,37
KJ690479,58
KJ690542,58
KJ690456,58
KJ690526,58
KJ690392,58
KJ690448,58
KJ690416,58
KJ690487,58
KJ690432,58
KJ690495,58
KJ690440,58
KJ690534,58
KJ690511,58
CY080420,58
CY065987,58
CY121408,38
CY065995,58
CY113933,38
CY113941,38
CY090845,37
CY045756,37
CY114469,38
CY103273,25
CY034862,0
CY037071,0
CY034870,0
CY035962,0
CY035970,0
CY034878,0
CY039287,0
CY034886,0
CY036026,0
GQ257404,29
CY035938,0
CY034822,0
EU742896,0
EU742904,0
EU742881,0
GU186640,13
CY178695,45
CY178687,25
CY181353,34
MH158636,19
KY926309,58
KY925443,58
CY121632,38
KM821343,38
EU716426,38
EU716428,38
EU716429,38
MN220702,37
MK168382,38
MK168402,38
MK168410,38
MK168418,58
MK168426,38
MK168434,38
MK168442,38
MK168450,38
MK168458,38
MK168473,38
MK168488,38
MK168508,38
MK168523,58
MK168543,58
MK615191,37
MK615199,37
MK615207,37
MK615215,37
MK615223,37
MK615231,37
MK615239,37
MK615247,37
MK615255,37
MK615263,37
MK615271,37
MK615279,37
MK615287,37
MK615295,37
MK615303,37
MK615311,37
MK615319,37
MK615327,37
MK615335,37
MK615343,37
MK615351,37
MK615359,37
MK615367,37
MK615375,37
MK615383,37
MK615391,37
MK615399,37
MK615407,37
MK615415,37
MK615423,37
MK615431,37
MK615439,37
MK615447,37
MK615455,37
MK615463,37
MK615471,37
MK615479,37
MK615487,37
MK615495,37
MK615503,37
MK615511,37
MK615519,37
MK615527,37
MK615535,37
MK615543,37
MK615551,37
MK615559,37
MK615567,37
MK615575,37
MK615583,37
MK615591,37
CY021909,37
CY121878,37
KX879557,37
DQ508897,37
CY010372,37
CY009284,37
KT841820,38
KX004898,58
CY214778,38
MH082963,38
MN002608,38
MK624539,38
MT169316,38
MT169308,38
KC780502,58
KT841779,38
KX005865,58
CY214770,38
MH306687,38
MH080235,38
MK772730,38
MT168472,58
MT168480,58
KC781406,58
KX413897,38
CY216361,38
MH080243,38
MK623813,58
MT168496,58
MT168488,58
KX406115,58
CY217025,58
MH079799,58
MK631642,58
MT246119,38
MT246113,38
GQ457465,58
KM064507,38
CY264681,38
KX406123,58
CY216353,38
MH127297,38
MH307284,38
MK745832,38
MN002616,38
KT835830,38
KX006010,58
